job_id,job_category,job_budget,job_required_experience,job_required_skill_count,freelancer_id,freelancer_category,freelancer_hourly_rate,freelancer_years_experience,freelancer_rating,freelancer_completed_jobs,skill_overlap_count,skill_overlap_ratio,same_category,budget_fit,budget_difference,experience_gap,experience_fit,label
9,Database Development,1400,2,3,3,Data Science,35,3,4.6,12,1,0.333,0,1,0,1,1,0
9,Database Development,1400,2,3,4,UI/UX Design,18,2,4.5,18,0,0.0,0,1,680,0,1,0
9,Database Development,1400,2,3,5,Machine Learning,40,4,4.9,10,0,0.0,0,1,-200,2,1,0
9,Database Development,1400,2,3,6,DevOps,38,5,4.7,16,0,0.0,0,1,-120,3,1,1
9,Database Development,1400,2,3,7,QA Testing,16,2,4.3,20,0,0.0,0,1,760,0,1,0
9,Database Development,1400,2,3,8,Database Development,26,3,4.4,14,2,0.667,1,1,360,1,1,1
9,Database Development,1400,2,3,9,Mobile Development,30,3,4.6,11,0,0.0,0,1,200,1,1,1
9,Database Development,1400,2,3,10,Web Development,24,3,4.5,19,1,0.333,0,1,440,1,1,1
10,Frontend Development,1100,2,3,1,Frontend Development,20,2,4.7,15,3,1.0,1,1,300,0,1,1
10,Frontend Development,1100,2,3,2,Backend Development,28,4,4.8,22,0,0.0,0,1,-20,2,1,0
10,Frontend Development,1100,2,3,3,Data Science,35,3,4.6,12,0,0.0,0,0,-300,1,1,0
10,Frontend Development,1100,2,3,4,UI/UX Design,18,2,4.5,18,0,0.0,0,1,380,0,1,1
10,Frontend Development,1100,2,3,5,Machine Learning,40,4,4.9,10,0,0.0,0,0,-500,2,1,1
10,Frontend Development,1100,2,3,6,DevOps,38,5,4.7,16,0,0.0,0,0,-420,3,1,0
10,Frontend Development,1100,2,3,7,QA Testing,16,2,4.3,20,0,0.0,0,1,460,0,1,0
10,Frontend Development,1100,2,3,8,Database Development,26,3,4.4,14,0,0.0,0,1,60,1,1,0
10,Frontend Development,1100,2,3,9,Mobile Development,30,3,4.6,11,0,0.0,0,1,-100,1,1,0
10,Frontend Development,1100,2,3,10,Web Development,24,3,4.5,19,1,0.333,0,1,140,1,1,0
11,Web Development,1600,3,4,1,Frontend Development,20,2,4.7,15,1,0.25,1,1,800,-1,0,1
11,Web Development,1600,3,4,2,Backend Development,28,4,4.8,22,2,0.5,1,1,480,1,1,1
11,Web Development,1600,3,4,3,Data Science,35,3,4.6,12,1,0.25,0,1,200,0,1,0
11,Web Development,1600,3,4,4,UI/UX Design,18,2,4.5,18,0,0.0,0,1,880,-1,0,0
11,Web Development,1600,3,4,5,Machine Learning,40,4,4.9,10,0,0.0,0,1,0,1,1,1
11,Web Development,1600,3,4,6,DevOps,38,5,4.7,16,0,0.0,0,1,80,2,1,0
11,Web Development,1600,3,4,7,QA Testing,16,2,4.3,20,0,0.0,0,1,960,-1,0,1
11,Web Development,1600,3,4,8,Database Development,26,3,4.4,14,1,0.25,0,1,560,0,1,1
11,Web Development,1600,3,4,9,Mobile Development,30,3,4.6,11,0,0.0,0,1,400,0,1,0
11,Web Development,1600,3,4,10,Web Development,24,3,4.5,19,4,1.0,1,1,640,0,1,1
12,Backend Development,1300,2,3,1,Frontend Development,20,2,4.7,15,0,0.0,0,1,500,0,1,0
12,Backend Development,1300,2,3,2,Backend Development,28,4,4.8,22,0,0.0,1,1,180,2,1,1
12,Backend Development,1300,2,3,3,Data Science,35,3,4.6,12,0,0.0,0,1,-100,1,1,0
12,Backend Development,1300,2,3,4,UI/UX Design,18,2,4.5,18,0,0.0,0,1,580,0,1,1
12,Backend Development,1300,2,3,5,Machine Learning,40,4,4.9,10,0,0.0,0,0,-300,2,1,0
12,Backend Development,1300,2,3,6,DevOps,38,5,4.7,16,0,0.0,0,0,-220,3,1,0
12,Backend Development,1300,2,3,7,QA Testing,16,2,4.3,20,0,0.0,0,1,660,0,1,1
12,Backend Development,1300,2,3,8,Database Development,26,3,4.4,14,0,0.0,0,1,260,1,1,0
12,Backend Development,1300,2,3,9,Mobile Development,30,3,4.6,11,0,0.0,0,1,100,1,1,0
12,Backend Development,1300,2,3,10,Web Development,24,3,4.5,19,0,0.0,0,1,340,1,1,1
13,Data Science,2100,3,4,1,Frontend Development,20,2,4.7,15,0,0.0,0,1,1300,-1,0,0
13,Data Science,2100,3,4,2,Backend Development,28,4,4.8,22,1,0.25,0,1,980,1,1,1
13,Data Science,2100,3,4,3,Data Science,35,3,4.6,12,3,0.75,1,1,700,0,1,1
13,Data Science,2100,3,4,4,UI/UX Design,18,2,4.5,18,0,0.0,0,1,1380,-1,0,0
13,Data Science,2100,3,4,5,Machine Learning,40,4,4.9,10,1,0.25,0,1,500,1,1,1
13,Data Science,2100,3,4,6,DevOps,38,5,4.7,16,0,0.0,0,1,580,2,1,1
13,Data Science,2100,3,4,7,QA Testing,16,2,4.3,20,0,0.0,0,1,1460,-1,0,1
13,Data Science,2100,3,4,8,Database Development,26,3,4.4,14,1,0.25,0,1,1060,0,1,0
13,Data Science,2100,3,4,9,Mobile Development,30,3,4.6,11,0,0.0,0,1,900,0,1,0
13,Data Science,2100,3,4,10,Web Development,24,3,4.5,19,1,0.25,0,1,1140,0,1,0
14,UI/UX Design,1000,2,3,1,Frontend Development,20,2,4.7,15,0,0.0,0,1,200,0,1,1
14,UI/UX Design,1000,2,3,2,Backend Development,28,4,4.8,22,0,0.0,0,1,-120,2,1,1
14,UI/UX Design,1000,2,3,3,Data Science,35,3,4.6,12,0,0.0,0,0,-400,1,1,0
14,UI/UX Design,1000,2,3,4,UI/UX Design,18,2,4.5,18,3,1.0,1,1,280,0,1,1
14,UI/UX Design,1000,2,3,5,Machine Learning,40,4,4.9,10,0,0.0,0,0,-600,2,1,1
14,UI/UX Design,1000,2,3,6,DevOps,38,5,4.7,16,0,0.0,0,0,-520,3,1,0
14,UI/UX Design,1000,2,3,7,QA Testing,16,2,4.3,20,0,0.0,0,1,360,0,1,1
14,UI/UX Design,1000,2,3,8,Database Development,26,3,4.4,14,0,0.0,0,1,-40,1,1,0
14,UI/UX Design,1000,2,3,9,Mobile Development,30,3,4.6,11,0,0.0,0,0,-200,1,1,0
14,UI/UX Design,1000,2,3,10,Web Development,24,3,4.5,19,0,0.0,0,1,40,1,1,1
15,Mobile Development,1700,2,3,1,Frontend Development,20,2,4.7,15,0,0.0,0,1,900,0,1,0
15,Mobile Development,1700,2,3,2,Backend Development,28,4,4.8,22,0,0.0,0,1,580,2,1,0
15,Mobile Development,1700,2,3,3,Data Science,35,3,4.6,12,0,0.0,0,1,300,1,1,1
15,Mobile Development,1700,2,3,4,UI/UX Design,18,2,4.5,18,0,0.0,0,1,980,0,1,0
15,Mobile Development,1700,2,3,5,Machine Learning,40,4,4.9,10,0,0.0,0,1,100,2,1,0
15,Mobile Development,1700,2,3,6,DevOps,38,5,4.7,16,0,0.0,0,1,180,3,1,1
15,Mobile Development,1700,2,3,7,QA Testing,16,2,4.3,20,0,0.0,0,1,1060,0,1,0
15,Mobile Development,1700,2,3,8,Database Development,26,3,4.4,14,0,0.0,0,1,660,1,1,0
15,Mobile Development,1700,2,3,9,Mobile Development,30,3,4.6,11,2,0.667,1,1,500,1,1,1
15,Mobile Development,1700,2,3,10,Web Development,24,3,4.5,19,0,0.0,0,1,740,1,1,1
16,DevOps,2400,4,4,1,Frontend Development,20,2,4.7,15,0,0.0,0,1,1600,-2,0,0
16,DevOps,2400,4,4,2,Backend Development,28,4,4.8,22,0,0.0,0,1,1280,0,1,0
16,DevOps,2400,4,4,3,Data Science,35,3,4.6,12,0,0.0,0,1,1000,-1,0,0
16,DevOps,2400,4,4,4,UI/UX Design,18,2,4.5,18,0,0.0,0,1,1680,-2,0,0
16,DevOps,2400,4,4,5,Machine Learning,40,4,4.9,10,0,0.0,0,1,800,0,1,1
16,DevOps,2400,4,4,6,DevOps,38,5,4.7,16,3,0.75,1,1,880,1,1,1
16,DevOps,2400,4,4,7,QA Testing,16,2,4.3,20,0,0.0,0,1,1760,-2,0,0
16,DevOps,2400,4,4,8,Database Development,26,3,4.4,14,0,0.0,0,1,1360,-1,0,0
16,DevOps,2400,4,4,9,Mobile Development,30,3,4.6,11,0,0.0,0,1,1200,-1,0,1
16,DevOps,2400,4,4,10,Web Development,24,3,4.5,19,0,0.0,0,1,1440,-1,0,1
17,QA Testing,950,2,3,1,Frontend Development,20,2,4.7,15,0,0.0,0,1,150,0,1,1
17,QA Testing,950,2,3,2,Backend Development,28,4,4.8,22,0,0.0,0,0,-170,2,1,0
17,QA Testing,950,2,3,3,Data Science,35,3,4.6,12,0,0.0,0,0,-450,1,1,1
17,QA Testing,950,2,3,4,UI/UX Design,18,2,4.5,18,0,0.0,0,1,230,0,1,0
17,QA Testing,950,2,3,5,Machine Learning,40,4,4.9,10,0,0.0,0,0,-650,2,1,0
17,QA Testing,950,2,3,6,DevOps,38,5,4.7,16,0,0.0,0,0,-570,3,1,1
17,QA Testing,950,2,3,7,QA Testing,16,2,4.3,20,2,0.667,1,1,310,0,1,1
17,QA Testing,950,2,3,8,Database Development,26,3,4.4,14,0,0.0,0,1,-90,1,1,0
17,QA Testing,950,2,3,9,Mobile Development,30,3,4.6,11,0,0.0,0,0,-250,1,1,1
17,QA Testing,950,2,3,10,Web Development,24,3,4.5,19,0,0.0,0,1,-10,1,1,1
18,Machine Learning,2600,4,4,1,Frontend Development,20,2,4.7,15,0,0.0,0,1,1800,-2,0,0
18,Machine Learning,2600,4,4,2,Backend Development,28,4,4.8,22,1,0.25,0,1,1480,0,1,1
18,Machine Learning,2600,4,4,3,Data Science,35,3,4.6,12,3,0.75,0,1,1200,-1,0,1
18,Machine Learning,2600,4,4,4,UI/UX Design,18,2,4.5,18,0,0.0,0,1,1880,-2,0,0
18,Machine Learning,2600,4,4,5,Machine Learning,40,4,4.9,10,2,0.5,1,1,1000,0,1,1
18,Machine Learning,2600,4,4,6,DevOps,38,5,4.7,16,0,0.0,0,1,1080,1,1,1
18,Machine Learning,2600,4,4,7,QA Testing,16,2,4.3,20,0,0.0,0,1,1960,-2,0,1
18,Machine Learning,2600,4,4,8,Database Development,26,3,4.4,14,1,0.25,0,1,1560,-1,0,0
18,Machine Learning,2600,4,4,9,Mobile Development,30,3,4.6,11,0,0.0,0,1,1400,-1,0,0
18,Machine Learning,2600,4,4,10,Web Development,24,3,4.5,19,1,0.25,0,1,1640,-1,0,0
19,Database Development,1500,2,3,1,Frontend Development,20,2,4.7,15,0,0.0,0,1,700,0,1,0
19,Database Development,1500,2,3,2,Backend Development,28,4,4.8,22,1,0.333,0,1,380,2,1,0
19,Database Development,1500,2,3,3,Data Science,35,3,4.6,12,1,0.333,0,1,100,1,1,0
19,Database Development,1500,2,3,4,UI/UX Design,18,2,4.5,18,0,0.0,0,1,780,0,1,1
19,Database Development,1500,2,3,5,Machine Learning,40,4,4.9,10,0,0.0,0,1,-100,2,1,0
19,Database Development,1500,2,3,6,DevOps,38,5,4.7,16,0,0.0,0,1,-20,3,1,0
19,Database Development,1500,2,3,7,QA Testing,16,2,4.3,20,0,0.0,0,1,860,0,1,0
19,Database Development,1500,2,3,8,Database Development,26,3,4.4,14,3,1.0,1,1,460,1,1,1
19,Database Development,1500,2,3,9,Mobile Development,30,3,4.6,11,0,0.0,0,1,300,1,1,1
19,Database Development,1500,2,3,10,Web Development,24,3,4.5,19,1,0.333,0,1,540,1,1,1
20,Frontend Development,1250,2,3,1,Frontend Development,20,2,4.7,15,2,0.667,1,1,450,0,1,1
20,Frontend Development,1250,2,3,2,Backend Development,28,4,4.8,22,0,0.0,0,1,130,2,1,1
20,Frontend Development,1250,2,3,3,Data Science,35,3,4.6,12,0,0.0,0,1,-150,1,1,1
20,Frontend Development,1250,2,3,4,UI/UX Design,18,2,4.5,18,0,0.0,0,1,530,0,1,0
20,Frontend Development,1250,2,3,5,Machine Learning,40,4,4.9,10,0,0.0,0,0,-350,2,1,0
20,Frontend Development,1250,2,3,6,DevOps,38,5,4.7,16,0,0.0,0,0,-270,3,1,0
20,Frontend Development,1250,2,3,7,QA Testing,16,2,4.3,20,0,0.0,0,1,610,0,1,0
20,Frontend Development,1250,2,3,8,Database Development,26,3,4.4,14,0,0.0,0,1,210,1,1,1
20,Frontend Development,1250,2,3,9,Mobile Development,30,3,4.6,11,1,0.333,0,1,50,1,1,0
20,Frontend Development,1250,2,3,10,Web Development,24,3,4.5,19,1,0.333,0,1,290,1,1,0
